540613005508370432	18	38	ADR	head feels all funny
1012569192325758976	-	-	noADR	-
534869994723876865	56	67	ADR	gi complaints
541031560406122496	58	65	ADR	shaking
451831506114465792	58	64	ADR	bleeds
1002362072829743109	-	-	noADR	-
539436756387778560	-	-	noADR	-
1042415219673362433	-	-	noADR	-
1034991251169468422	-	-	noADR	-
362423450930905089	36	59	ADR	lowering my blood sugar
366756228036177922	43	47	ADR	rash
366756228036177922	85	94	ADR	psoriasis
1043830654998327299	-	-	noADR	-
453610269647069184	133	138	ADR	thick
1040699903553417216	-	-	noADR	-
1013405989608017921	-	-	noADR	-
532252559600517121	52	61	ADR	addiction
460590369785520129	99	109	ADR	withdrawal
1030330527000264711	-	-	noADR	-
1030437053320843265	-	-	noADR	-
509572456999550977	-	-	noADR	-
528417411058262017	-	-	noADR	-
540991544543969281	88	107	ADR	psychotic reactions
1036639665238036483	-	-	noADR	-
514698448437010432	17	21	ADR	ruin
1034195648222978048	-	-	noADR	-
542006787629928448	-	-	noADR	-
524407017835081729	0	10	ADR	chest pain
524407017835081729	27	34	ADR	jittery
450552692004245504	-	-	noADR	-
469009954251481088	-	-	noADR	-
1044655483385249792	-	-	noADR	-
450647576572723201	89	94	ADR	mouth
450647576572723201	99	113	ADR	stomach ulcers
461692154415689728	103	108	ADR	loopy
512452134013763584	-	-	noADR	-
540592455406878720	58	66	ADR	vomiting
490569528976211968	-	-	noADR	-
498498782300889090	-	-	noADR	-
450649749285138432	37	48	ADR	lose weight
450649749285138432	68	77	ADR	can't eat
483785394161733632	-	-	noADR	-
1018911539812708352	-	-	noADR	-
448711100016885760	127	135	ADR	headache
1009462191307698176	-	-	noADR	-
1014596031458234371	126	140	ADR	getting sleepy
1017614386104553478	-	-	noADR	-
509053066247561218	68	82	ADR	bloating gas
509053066247561218	100	114	ADR	abdominal pain
1014672642194931712	-	-	noADR	-
374973297387405312	-	-	noADR	-
1026623324355354624	118	134	ADR	sedating feeling
448443761409130496	-	-	noADR	-
521006864067096576	-	-	noADR	-
526032609214599170	-	-	noADR	-
519902091222208512	-	-	noADR	-
450146374395240448	56	72	ADR	hallucinate more
360649251212103682	-	-	noADR	-
1001917818378612742	-	-	noADR	-
456457998173347840	-	-	noADR	-
465464326493839361	87	98	ADR	withdrawing
456548273038192641	-	-	noADR	-
464705232807944192	-	-	noADR	-
﻿466923865042464770	55	75	ADR	sleep like 15-18 hrs
453700932522344448	38	50	ADR	tendon tears
453700932522344448	84	107	ADR	achilles' are screaming
519812325046378496	21	30	ADR	weak holy
541607384653651969	59	74	ADR	diarrhea horror
535362899670474752	-	-	noADR	-
541838892018962432	30	35	ADR	crazy
1031016977412878336	-	-	noADR	-
437299950100041728	-	-	noADR	-
408390299560738816	-	-	noADR	-
533157220067049472	132	135	ADR	ill
449132090240827392	69	76	ADR	glucose
535479559182106625	114	122	ADR	swelling
461134462718582784	77	87	ADR	drugged up
541336430962696192	55	71	ADR	knocks me tf out
541336430962696192	107	110	ADR	out
447807176015622145	22	37	ADR	happiest person
447807176015622145	88	103	ADR	horrible person
463376001100021760	97	105	ADR	allergic
1016374518703587334	-	-	noADR	-
453294853401870337	32	43	ADR	want to eat
487480731224924162	53	61	ADR	nuvaring
487480731224924162	77	84	ADR	nervous
511392480211001344	83	88	ADR	shaky
1027584268694900736	-	-	noADR	-
538608071258275841	-	-	noADR	-
1009059673742495745	-	-	noADR	-
462146933952626688	-	-	noADR	-
1025145281346588672	-	-	noADR	-
365232885571129344	-	-	noADR	-
379655029437001729	23	29	ADR	twitch
379655029437001729	46	60	ADR	muscle spasms
379655029437001729	96	102	ADR	twitch
398101857794404352	-	-	noADR	-
539131935722070016	106	131	ADR	drys out eyes &amp; mouth
541491804579721216	-	-	noADR	-
1033022686253834240	-	-	noADR	-
1030948112641286144	-	-	noADR	-
1007459063247106048	-	-	noADR	-
497989151237898240	-	-	noADR	-
1009645781605740551	-	-	noADR	-
500645439901687809	-	-	noADR	-
1019438654421422080	-	-	noADR	-
1019295705528258560	-	-	noADR	-
542023876255809537	-	-	noADR	-
1018138166262460418	70	78	ADR	addicted
1018138166262460418	113	122	ADR	addictive
450282428527947776	-	-	noADR	-
517850651058241536	118	126	ADR	allergic
526573024372588545	-	-	noADR	-
447113284391809024	-	-	noADR	-
1012025278149922816	-	-	noADR	-
1017180740340142081	-	-	noADR	-
1017358524333150209	-	-	noADR	-
1023460628030259200	-	-	noADR	-
1004147158432534534	20	23	ADR	nap
364564316202074113	37	47	ADR	drowsiness
525334249558528000	-	-	noADR	-
541981029570211840	-	-	noADR	-
540656751331540992	76	82	ADR	poison
1002882574946066432	-	-	noADR	-
1005214494426124295	-	-	noADR	-
476417882713501696	-	-	noADR	-
533387500081795072	-	-	noADR	-
1028687550989393927	3	14	ADR	mind is out
1026226303878549507	-	-	noADR	-
361563718519242753	55	66	ADR	terrible mood
476732974470152192	-	-	noADR	-
518520006590857216	-	-	noADR	-
524938848368066560	9	19	ADR	withdrawal
1000154793606832132	25	30	ADR	sleep
446766463345782784	52	74	ADR	heart has been beating
542011946288316416	-	-	noADR	-
537836201974038529	31	34	ADR	low
466877568247795712	72	83	ADR	withdrawing
540062408791064576	53	63	ADR	depression
538319097076133889	26	30	ADR	cold
1042530328718581760	-	-	noADR	-
390934475179585536	19	31	ADR	mad appetite
1012704145076129794	-	-	noADR	-
520760745328250880	-	-	noADR	-
485300077880029184	-	-	noADR	-
1004104454679875584	39	48	ADR	addiction
512254891361075200	-	-	noADR	-
1007297554168545280	73	80	ADR	smoking
447821700546428929	120	127	ADR	lost my
447477056935559168	-	-	noADR	-
420992832267366400	111	126	ADR	vision went odd
1011356096034992129	-	-	noADR	-
1022160891092131846	-	-	noADR	-
523084612931563520	49	53	ADR	high
1006272571736805382	-	-	noADR	-
1037192182111850500	-	-	noADR	-
430523030276554753	53	58	ADR	drunk
430523030276554753	114	123	ADR	trileptal
537279755520073730	56	66	ADR	heart beat
1040380638191280131	-	-	noADR	-
366639942048288768	43	51	ADR	allergic
465884300244955136	-	-	noADR	-
529360156413280256	38	51	ADR	period cramps
358695108020936705	-	-	noADR	-
534017229244071936	38	54	ADR	didn't sit in me
453591698426564608	-	-	noADR	-
1028974088579100674	-	-	noADR	-
1044273710234972160	-	-	noADR	-
1039378673906933760	-	-	noADR	-
1034555145798017036	-	-	noADR	-
1035986737502334976	64	69	ADR	angry
1033505982608027648	-	-	noADR	-
1020239378998878208	-	-	noADR	-
1037855212424163328	-	-	noADR	-
1041091566222405634	76	83	ADR	shaking
417086273950875650	31	35	ADR	pain
417086273950875650	86	107	ADR	neuropathy in my feet
417086273950875650	117	133	ADR	hair falling out
1030300295186669569	-	-	noADR	-
1035987567735435269	-	-	noADR	-
513139315883638784	-	-	noADR	-
501496697672196097	65	72	ADR	so sick
1044473401182756864	-	-	noADR	-
1006774921316519938	133	152	ADR	putting their lives
367615665546752000	-	-	noADR	-
1023562940052635650	-	-	noADR	-
487320460648910848	-	-	noADR	-
539424281877573632	-	-	noADR	-
451993655839318016	100	106	ADR	trying
451993655839318016	130	138	ADR	spamming
472726720110669824	39	48	ADR	diarrhoea
472726720110669824	52	66	ADR	skin reactions
472726720110669824	39	48	ADR	diarrhoea
472726720110669824	71	87	ADR	abdominal cramps
539644018792366080	14	18	ADR	sick
539644018792366080	59	63	ADR	high
1033215659709227008	-	-	noADR	-
446771140439314433	62	71	ADR	delirious
499372689124237313	33	41	ADR	nuvaring
1029099602199363584	-	-	noADR	-
490080535193329664	-	-	noADR	-
519200844961431552	30	39	ADR	heartburn
519200844961431552	52	61	ADR	back pain
519200844961431552	92	108	ADR	digestive issues
541438196190433280	103	109	ADR	drowsy
1043254733748797442	-	-	noADR	-
495792755416006657	0	16	ADR	increased hunger
1031880745134899201	7	15	ADR	headache
527514771533594624	-	-	noADR	-
352595629643534336	-	-	noADR	-
451375070305193984	12	15	ADR	gas
489130446572097536	-	-	noADR	-
537000089072312321	-	-	noADR	-
533007151447683072	-	-	noADR	-
1030259470729965575	-	-	noADR	-
511730954541355008	-	-	noADR	-
446763447100125184	59	69	ADR	heart rate
1027187203351425025	-	-	noADR	-
1025195171800080388	-	-	noADR	-
447269556482879489	-	-	noADR	-
466788199340470274	-	-	noADR	-
1020149818625179649	-	-	noADR	-
437373294766215168	-	-	noADR	-
1029097442342567937	-	-	noADR	-
515672819938492416	89	93	ADR	weak
515672819938492416	106	139	ADR	immune system goes down the drain
377795610021474304	16	24	ADR	headache
377795610021474304	28	32	ADR	hour
460182808724766720	22	33	ADR	no appetite
451569086724452352	75	82	ADR	napping
502885113403674624	69	75	ADR	hungry
461880016578433026	128	136	ADR	hangover
532052457200046080	56	64	ADR	pressure
452178998479814656	87	98	ADR	hyperactive
520567939142258689	38	48	ADR	bronchitis
448872396251230208	-	-	noADR	-
461012049481719808	-	-	noADR	-
1042280467959959552	-	-	noADR	-
467044643369385984	80	89	ADR	migraines
1021251653985611776	-	-	noADR	-
540039362168492032	26	30	ADR	high
540039362168492032	35	40	ADR	itchy
448274801048576000	-	-	noADR	-
510635678968070144	22	37	ADR	miserable sleep
499869789745983489	-	-	noADR	-
528720428500807680	65	70	ADR	drove
1028149410339938304	-	-	noADR	-
533740096802283520	63	77	ADR	stomach cramps
540109792040452097	-	-	noADR	-
511663730317213697	-	-	noADR	-
527247440336781313	52	64	ADR	heart attack
1043166184802275329	-	-	noADR	-
451738298428305408	29	34	ADR	maxed
1004438093305434119	112	119	ADR	whining
532218883756007424	-	-	noADR	-
432847452480487425	-	-	noADR	-
526136052734758914	-	-	noADR	-
1026889279920906240	-	-	noADR	-
1025210651910828032	-	-	noADR	-
446745897410379776	74	94	ADR	mind is like soaring
450197052035960833	60	65	ADR	worse
1041438343870013443	-	-	noADR	-
528003234460614656	71	78	ADR	buggery
1026017685178441729	-	-	noADR	-
